wav,fnu
27.3738,1.152466
27.3966,1.101910
27.4195,1.139708
27.4423,1.206506
27.4652,1.208571
27.4881,1.210367
27.5110,1.175577
27.5339,1.180662
27.5569,1.234533
27.5799,1.251089
27.6028,1.186222
27.6259,1.190998
27.6489,1.237592
27.6719,1.206660
27.6950,1.171168
27.7181,1.184045
27.7412,1.162954
27.7643,1.117816
27.7875,1.108732
27.8106,1.172971
27.8338,1.180742
27.8570,1.149242
27.8803,1.128330
27.9035,1.144625
27.9268,1.159284
27.9501,1.072016
27.9734,1.078860
27.9967,1.147546
28.0200,1.169003
28.0434,1.109926
28.0667,1.095352
28.0902,1.177477
28.1136,1.107979
28.1370,1.066026
28.1605,1.115141
28.1839,1.123149
28.2074,1.138755
28.2310,1.077912
28.2545,1.068015
28.2780,1.112432
28.3016,1.086852
28.3252,1.021714
28.3488,1.055665
28.3725,1.129552
28.3961,1.113149
28.4198,1.094687
28.4435,1.119169
28.4672,1.086815
28.4909,1.176455
28.5147,1.075111
28.5385,1.050766
28.5623,1.087956
28.5861,1.160198
28.6099,1.114213
28.6337,0.980137
28.6576,1.030878
28.6815,1.105990
28.7054,1.088025
28.7293,1.066455
28.7533,1.057947
28.7773,1.116476
28.8013,1.029167
28.8253,0.962922
28.8493,1.055133
28.8734,1.073250
28.8974,1.096519
28.9215,1.045274
28.9456,1.027139
28.9698,1.072746
28.9939,1.127421
29.0181,0.994634
29.0423,0.995111
29.0665,1.084584
29.0907,1.141910
29.1150,1.074950
29.1392,1.008067
29.1635,1.059381
29.1879,1.083379
29.2122,1.065844
29.2365,1.002105
29.2609,1.046218
29.2853,1.103879
29.3097,1.067436
29.3342,1.000014
29.3586,1.056275
29.3831,1.118287
29.4076,1.070866
29.4321,1.065045
29.4566,1.074459
29.4812,1.056740
29.5058,1.075281
29.5304,1.032825
29.5550,1.038317
29.5796,1.065056
29.6043,1.077786
29.6290,0.989347
29.6537,0.939805
29.6784,0.968460
29.7031,0.957585
29.7279,0.927707
29.7527,0.928260
29.7775,1.002946
29.8023,1.003230
29.8272,0.970216
29.8520,0.996819
29.8769,1.022616
29.9018,1.062900
29.9267,1.029224
29.9517,0.973180
29.9767,0.967998
30.0016,0.995032
30.0267,0.973023
30.0517,0.947266
30.0767,0.921921
30.1018,0.962386
30.1269,0.963215
30.1520,0.979337
30.1772,1.005160
30.2023,1.025999
30.2275,1.024430
30.2527,1.005287
30.2779,0.990190
30.3032,1.013981
30.3284,1.056755
30.3537,0.975445
30.3790,0.932390
30.4044,0.961251
30.4297,1.026901
30.4551,1.033951
30.4805,0.932630
30.5059,0.943121
30.5313,1.041705
30.5568,0.988207
30.5822,0.933853
30.6077,0.942091
30.6332,0.975710
30.6588,0.964628
30.6843,0.930883
30.7099,0.975024
30.7355,0.974497
30.7612,1.052369
30.7868,1.037854
30.8125,0.970904
30.8382,1.011211
30.8639,1.043320
30.8896,1.016590
30.9153,0.931175
30.9411,0.925698
30.9669,0.938463
30.9927,0.938008
31.0186,0.823143
31.0444,0.850254
31.0703,0.984033
31.0962,1.055548
31.1221,0.978156
31.1481,0.910325
31.1740,0.962758
31.2000,1.075933
31.2260,0.965325
31.2521,0.907671
31.2781,0.834141
31.3042,0.861041
31.3303,0.943166
31.3564,1.015473
31.3826,1.064518
31.4087,0.907429
31.4349,0.942975
31.4611,0.973726
31.4874,0.972721
31.5136,0.967183
31.5399,1.047711
31.5662,0.997358
31.5925,0.951827
31.6188,0.964849
31.6452,0.931655
31.6716,0.958883
31.6980,0.966091
31.7244,0.968976
31.7508,0.908093
31.7773,0.956996
31.8038,0.937424
31.8303,0.889769
31.8568,0.830542
31.8834,0.819626
31.9100,0.897060
31.9366,0.837552
31.9632,0.930873
31.9899,0.915169
32.0165,0.973418
32.0432,0.937149
32.0699,0.975674
32.0967,0.855969
32.1234,0.859413
32.1502,0.916334
32.1770,0.944223
32.2038,0.904749
32.2307,0.929414
32.2576,0.891501
32.2845,0.901535
32.3114,0.897859
32.3383,0.834047
32.3653,0.871915
32.3923,0.901285
32.4193,0.892957
32.4463,0.863027
32.4733,0.914824
32.5004,0.911076
32.5275,1.012380
32.5546,1.027031
32.5817,0.849751
32.6089,0.844350
32.6361,0.926569
32.6633,0.893385
32.6905,0.854243
32.7178,0.875182
32.7451,0.845781
32.7724,0.843914
32.7997,0.903818
32.8270,0.825534
32.8544,0.884555
32.8818,0.951155
32.9092,0.941714
32.9366,0.854427
32.9641,0.901929
32.9916,0.879904
33.0191,0.946514
33.0466,0.885127
33.0742,0.881996
33.1017,0.855925
33.1293,0.894880
33.1570,1.036872
33.1846,0.952144
33.2123,0.920375
33.2399,0.895632
33.2677,0.859000
33.2954,0.924927
33.3232,0.848543
33.3509,0.784268
33.3787,0.855610
33.4066,0.904288
33.4344,1.006083
33.4623,0.994885
33.4902,0.947417
33.5181,0.966852
33.5461,0.987348
33.5740,0.949832
33.6020,0.844750
33.6300,0.770649
33.6581,0.784718
33.6861,0.771080
33.7142,0.874956
33.7423,0.938168
33.7704,0.908425
33.7986,0.715239
33.8268,1.003996
33.8550,1.130442
33.8832,1.263234
33.9114,0.880968
33.9397,1.035982
33.9680,0.653367
33.9963,0.804862
34.0247,0.785395
34.0530,0.939172
34.0814,0.916263
34.1098,0.900276
34.1383,1.028974
34.1667,0.954904
34.1952,0.910323
34.2237,0.751063
34.2523,0.868606
34.2808,1.122069
34.3094,0.965930
34.3380,0.708162
34.3666,0.730480
34.3953,0.726111
34.4240,0.880420
34.4526,1.060715
34.4814,1.428471
34.5101,1.559088
34.5389,1.043507
34.5677,1.140065
34.5965,0.921244
34.6253,0.864513
34.6542,0.965621
34.6831,0.752884
34.7120,0.801959
34.7410,0.786687
34.7699,0.642021
34.7989,0.837883
34.8279,1.115037
34.8569,1.051107
34.8860,0.965285
34.9151,0.841870
34.9442,0.818751
34.9733,1.037435
35.0025,1.116384
35.0317,1.058429
35.0609,1.195202
35.0901,1.036403
35.1194,0.747934
35.1486,0.799187
35.1779,0.703651
35.2073,0.709173
35.2366,0.837168
35.2660,0.997460
35.2954,0.872595
35.3248,0.741257
35.3543,0.838402
35.3837,0.902424
35.4132,0.901467
35.4428,0.771377
35.4723,0.750209
35.5019,0.811005
35.5315,0.818798
35.5611,0.820509
35.5908,0.752179
35.6204,0.755579
35.6501,0.714695
35.6798,0.842135
35.7096,0.880036
35.7393,0.618911
35.7691,0.721516
35.7990,0.845567
35.8288,1.006476
35.8587,0.953605
35.8886,0.882480
35.9185,0.761450
35.9484,0.668254
35.9784,0.747681
60,0.5055
70,0.390
100,0.225
160,0.100
