# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2452225.3      13.3        ""            ""              Vis. SPK  "" ""          ""          ""             ""                                               ""     ""        V ""     ""     ""    "RZ PSC" AFOEV STD ""     ""              ""          ""    
  2452226.4792   11.8        ""            ""              Vis. SXN  "" 126         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452228.4153   11.5        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452229.3708   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452235.3903   11.0        ""            ""              Vis. SXN  "" 126         112         HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452236.3715   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452308.2611   11.8        ""            ""              Vis. RMQ  K  118         ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452308.2799   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452311.3236   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452315.3743   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452320.3042   11.5        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452321.259    11.7        ""            ""              Vis. RMQ  K  118         ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452321.3104   11.5        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452322.2722   11.7        ""            ""              Vis. RMQ  K  118         ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452322.2903   11.5        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452323.2965   11.5        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452324.2875   11.6        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452329.3021   11.6        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452333.2986   11.6        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452334.3097   11.7        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452335.2917   11.7        ""            ""              Vis. MUY  "" 11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452343.2861   11.7        ""            ""              Vis. MUY  "" 11.2-12.6   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452497.4      11.6        ""            ""              Vis. KTO  "" ""          ""          ""             "AUG 10.90"                                      ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452497.5153   11.6        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2452500.4035   11.6        ""            ""              Vis. MUY  "" 11.0-11.2   ""          HENDEN         ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
