# JD             Magnitude   Uncertainty   HQuncertainty   Band Observer_Code Comment_Code(s) Comp_Star_1 Comp_Star_2 Charts         Comments                                         Transfomed Airmass   Validation_Flag Cmag   Kmag   HJD   Star_Name Observer_Affiliation Measurement_Method Grouping_Method ADS_Reference   Digitizer   Credit
  2454475.3479   11.5        ""            ""              Vis. MUY  K  112         126         HENDEN         ""                                               0      ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2454478.2618   11.5        ""            ""              Vis. MUY  K  112         126         HENDEN         ""                                               0      ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2454680.4688   11.6        ""            ""              Vis. MUY  K  112,126     ""          HENDEN         ""                                               0      ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2454713.4299   11.6        ""            ""              Vis. MUY  K  112,126     ""          HENDEN         ""                                               0      ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2454762.4215   11.7        ""            ""              Vis. POX  "" 115         ""          2007           ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2454764.3688   11.6        ""            ""              Vis. POX  "" 115         ""          2007           ""                                               ""     ""        V ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455093.4757   10.8        ""            ""              Vis. POX  "" 110         ""          2007           ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455100.4243   12.2        ""            ""              Vis. POX  "" 121         ""          2007           ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455114.633    11.81       ""            ""              CV   PYG  "" 126         ""          ""             BRT                                              0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455114.6333   11.8        ""            ""              Vis. PYG  "" ""          ""          Henden001207   "comp. 126; 35cm SCT"                            ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455117.6229   11.9        ""            ""              Vis. PYG  "" ""          ""          Henden001207   "comp. 126; 35cm SCT"                            ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455117.623    11.85       ""            ""              CV   PYG  "" 126         ""          ""             BRT                                              0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455120.615    11.84       ""            ""              CV   PYG  "" 126         ""          ""             BRT                                              0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455120.6153   11.8        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 126; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455123.559    11.8        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 112; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455123.559    11.8        ""            ""              V    PYG  "" 112         ""          ""             BRT                                              0      ""        Z 11.2   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455127.54722  11.66       0.0060        ""              V    MUY  K  126         ""          HENDEN         ""                                               0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455127.561    11.66       ""            ""              V    PYG  "" 110         ""          ""             BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455127.5611   11.7        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455130.58194  11.7        0.0030        ""              CV   MUY  K  126         ""          HENDEN         ""                                               0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455130.6215   11.7        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455130.622    11.69       ""            ""              V    PYG  "" ""          ""          ""             BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455139.51736  11.68       0.0090        ""              V    MUY  K  126         ""          HENDEN         ""                                               0      ""        Z 12.6   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455139.5215   11.7        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455139.522    11.66       ""            ""              V    PYG  "" ""          ""          ""             BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455149.518    11.62       ""            ""              V    PYG  "" ""          ""          ""             BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455149.5181   11.6        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455159.412    11.6        ""            ""              Vis. PYG  "" 112-4       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455169.286    11.5        ""            ""              Vis. PYG  B  112-3       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455170.4736   11.9        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455170.474    11.88       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455176.2979   12.2        ""            ""              Vis. POX  "" 121         ""          2007           ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455188.399    11.9        ""            ""              Vis. PYG  "" 112-7       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455198.392    11.8        ""            ""              Vis. PYG  BU 112-6       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455199.4299   11.66       ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455199.43     11.66       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455200.399    11.7        ""            ""              Vis. PYG  "" 112-5       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455203.363    11.8        ""            ""              Vis. PYG  U  112-6       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455214.335    11.7        ""            ""              Vis. PYG  "" 112-5       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455215.368    11.79       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455215.3681   11.79       ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455217.4847   11.62       ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455217.485    11.62       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455218.44     11.6        ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455218.4403   11.6        ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455219.4597   11.63       ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455219.46     11.63       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455222.479    11.69       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455222.4792   11.69       ""            ""              N/A  PYG  "" ""          ""          Henden001207   "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455226.38     11.7        ""            ""              Vis. PYG  B  112-5       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455227.3      11.7        ""            ""              Vis. PYG  B  112-5       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455234.313    11.7        ""            ""              Vis. PYG  "" 112-5       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455237.322    11.6        ""            ""              Vis. PYG  "" 112-4       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455257.349    11.6        ""            ""              Vis. PYG  B  112-4       ""          HENDEN 001207  ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455416.51093  11.6        ""            ""              Vis. BPO  "" 112         120         2567avs        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455463.708    11.62       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455463.7083   11.62       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455474.626    11.79       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455474.6264   11.79       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455485.62     11.6        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455486.611    11.77       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 10.1   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455486.6111   11.77       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 101; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455491.5639   11.99       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455491.564    11.99       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455496.5417   11.76       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455496.542    11.76       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455498.528    11.69       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455498.5285   11.69       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455499.59     11.44       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455499.5903   11.44       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455500.5104   11.71       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455500.91667  11.71       ""            ""              V    PYG  "" ""          ""          HENDEN 001207  BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455510.552    11.73       ""            ""              V    PYG  "" 110         ""          1428CIM        BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455510.592    11.5        ""            ""              Vis. PYG  "" 110-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455512.5417   11.73       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455512.542    11.73       ""            ""              V    PYG  "" 110         ""          1428CIM        BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455513.5715   11.75       ""            ""              N/A  PYG  "" ""          ""          1428cim        "comp. 110; Bradford Robotic Tel"                ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          BAAVSS
  2455513.572    11.75       ""            ""              V    PYG  "" 110         ""          1428CIM        BRT                                              0      ""        Z 11.0   ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455515.535    11.6        ""            ""              Vis. PYG  "" 110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455539.439    11.6        ""            ""              Vis. PYG  "" 110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455543.34725  12.3        ""            ""              Vis. BPO  "" 126         112         2567avs        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455565.43     11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455570.321    11.5        ""            ""              Vis. PYG  B  110-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455571.305    11.6        ""            ""              Vis. PYG  BU 110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455578.419    11.5        ""            ""              Vis. PYG  B  110-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455592.371    11.6        ""            ""              Vis. PYG  U  110-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455594.318    11.5        ""            ""              Vis. PYG  "" 110-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455794.83909  11.763      0.066         ""              V    MZK  "" ENSEMBLE    126         5247EQY        ""                                               0      1.032     Z ""     12.554 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455795.579    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455797.83843  11.616      0.019         ""              V    MZK  "" ENSEMBLE    126         5247EQY        ""                                               0      1.034     Z ""     12.545 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455831.59     11.6        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455833.497    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455835.74675  11.626      0.024         ""              V    BPEA "" ENSEMBLE    126         5644AFR        ""                                               0      1.078     Z ""     12.531 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455851.532    11.6        ""            ""              Vis. PYG  BU 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455863.508    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        SRO-50                                           ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455867.422    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455888.435    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455893.2854   11.9        ""            ""              Vis. POX  "" 117         121         2007           ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455893.464    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455895.386    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455899.435    11.8        ""            ""              Vis. PYG  BU 112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455905.37     11.7        ""            ""              Vis. PYG  B  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455906.57672  11.671      0.029         ""              V    MZK  "" ENSEMBLE    126         033VPL         ""                                               0      1.066     Z ""     12.527 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455913.53     11.8        ""            ""              Vis. PYG  "" 112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455921.32979  11.4        ""            ""              Vis. BPO  "" 112         123         4594or         ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455923.32368  11.6        ""            ""              Vis. BPO  "" 112         123         4594or         ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2455928.509    11.6        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455939.284    11.7        ""            ""              Vis. PYG  U  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455940.335    11.7        ""            ""              Vis. PYG  U  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455941.311    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455942.305    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455943.307    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455950.333    11.8        ""            ""              Vis. PYG  U  112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455955.301    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455959.382    11.7        ""            ""              Vis. PYG  B  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455961.326    11.8        ""            ""              Vis. PYG  B  112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455976.355    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455982.335    11.6        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2455991.328    11.5        ""            ""              Vis. PYG  B  112-3       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456130.88601  12.207      0.372         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.116     Z ""     13.657 ""    "RZ PSC" AAVSO STD 1      ""              ""          ""    
  2456136.88352  11.814      0.293         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.085     Z ""     13.568 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456139.86147  11.785      0.29          ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.116     Z ""     13.592 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456145.85064  11.777      0.298         ""              V    ROE  "" ENSEMBLE    134         8264AZG        BU                                               0      1.102     Z ""     13.552 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456147.832    11.864      0.301         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.137     Z ""     13.539 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456156.4652   11.6        ""            ""              Vis. BPO  "" 112         117         4594or         ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456161.93515  11.756      0.291         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.056     Z ""     13.507 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456170.88096  11.787      0.04          ""              V    MZK  "" ENSEMBLE    126         8617KLR        ""                                               0      1.119     Z ""     12.563 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456179.4243   12.1        ""            ""              Vis. BPO  "" 117         123         4594or         ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456189.589    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456199.88576  11.796      0.278         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.201     Z ""     13.462 ""    "RZ PSC" AAVSO STD 1      ""              ""          ""    
  2456206.85431  11.826      0.284         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.156     Z ""     13.544 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456207.597    11.6        ""            ""              Vis. PYG  U  112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456224.89781  11.772      0.3           ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.804     Z ""     13.505 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456237.479    11.7        ""            ""              Vis. PYG  U  112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456240.81559  11.672      0.017         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.426     Z ""     13.351 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456247.74766  11.654      0.091         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.175     Z ""     13.349 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456248.76722  11.669      0.015         ""              V    ROE  "" ENSEMBLE    134         8264AZG        ""                                               0      1.268     Z ""     13.387 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456249.508    11.8        ""            ""              Vis. PYG  "" 112-6       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456251.77649  11.621      0.012         ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.366     Z ""     13.367 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456252.75156  11.661      0.0070        ""              V    ROE  "" ENSEMBLE    134         8264AZG        U                                                0      1.246     Z ""     13.35  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456253.77422  11.667      0.015         ""              V    ROE  "" ENSEMBLE    134         8264AZG        B                                                0      1.386     Z ""     13.37  ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456261.77693  11.662      0.0070        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.581     Z -8.473 -6.789 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456262.75387  11.96       0.0040        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.415     Z -8.548 -6.904 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456263.419    11.7        ""            ""              Vis. PYG  "" 112-5       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456263.98333  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456265.96181  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456266.732    11.757      0.0030        ""              V    ROE  "" 117         134         8264AZG        BU                                               0      1.344     Z -8.689 -7.068 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456267.415    11.6        ""            ""              Vis. PYG  "" 112-4       ""          1428CIM        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" ""    STD ""     ""              ""          ""    
  2456267.76193  11.663      0.0050        ""              V    ROE  "" 117         134         8264AZG        ""                                               0      1.595     Z -7.858 -6.203 ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
  2456270.97361  12.1        ""            ""              Vis. MTH  "" 11.7        12.3        10144na        ""                                               ""     ""        Z ""     ""     ""    "RZ PSC" AAVSO STD ""     ""              ""          ""    
